text,label,target,text_pl
At least eighteen dead after storms in Brazil,news,0,Co najmniej osiemnaście osób nie żyje po burzach w Brazylii
Can You Find All 23 Chameleons Hiding In This Forest,clickbait,1,Czy potrafisz znaleźć wszystkie 23 kameleony ukryte w tym lesie?
NHL: Detroit wins the 2008 Stanley Cup,news,0,NHL: Detroit zdobywa Puchar Stanleya 2008
President Trump Speaks to Supporters 'Without the Filter of the Fake News'  Insider,news,0,Prezydent Trump przemawia do zwolenników „bez filtra fałszywych wiadomości” - Insider
CBI cuts UK growth forecasts while warning of EU uncertainty,news,0,"CBI obniża prognozy wzrostu dla Wielkiej Brytanii, ostrzegając przed niepewnością w UE"
South Korean scientists claim they have cloned pet dog,news,0,"Południowokoreańscy naukowcy twierdzą, że sklonowali psa domowego"
"Muslim woman pushed down NYC stairs, called ""terrorist""",news,0,"Muzułmanka zepchnięta ze schodów w Nowym Jorku, nazwana „terrorystką”"
Someone Just Made A Desk That Allows You To Sleep Comfortably At Work,clickbait,1,"Ktoś właśnie stworzył biurko, które pozwala wygodnie spać w pracy"
"Ryan Reynolds Got Dunked On ""Ellen"" To Raise Money For Make-A-Wish Foundation",clickbait,1,"Ryan Reynolds został wrzucony do wody w programie „Ellen”, aby zebrać pieniądze dla fundacji Make-A-Wish"
Which Nutella Dessert Are You Based On Your Birth Month,clickbait,1,Jakim deserem z Nutellą jesteś na podstawie miesiąca urodzenia
"‘He broke me’: A defiant, tearful Kathy Griffin slams attacks by Trump and his family",news,0,"„Złamał mnie”: nieugięta, zapłakana Kathy Griffin ostro krytykuje ataki Trumpa i jego rodziny"
Danish clothing company sells T-shirts to support FARC and PFLP,news,0,"Duńska firma odzieżowa sprzedaje koszulki, aby wesprzeć FARC i LPKP"
"J. Cole Drops Brand New Song ""High For Hours""",news,0,J. Cole wydaje zupełnie nową piosenkę „High For Hours”
What The Navient Lawsuit Means For Your Student Loans,news,0,Co pozew przeciwko Navient oznacza dla Twoich kredytów studenckich
"Lil Bub Is Announcing Her First Album Right Here, Right Now",clickbait,1,Lil Bub ogłasza swój pierwszy album właśnie tutaj i teraz
SAPVoice: Are You Ready For Artificially-Intelligent Enterprise Applications?,news,0,SAPVoice: Czy jesteś gotowy na korporacyjne aplikacje wykorzystujące sztuczną inteligencję?
Kanye West Has Reportedly Canceled The European Leg Of His Saint Pablo Tour,news,0,Kanye West podobno odwołał europejską część trasy koncertowej Saint Pablo Tour
28-year-old tight end who just retired from the NFL after 6 seasons says 'a lot of guys don't really love' football,news,0,"28-letni tight end, który właśnie przeszedł na emeryturę z NFL po 6 sezonach, mówi, że „wielu facetów tak naprawdę nie kocha” futbolu"
Wikinews interviews Chinese-American martial artist Alfred Hsing,news,0,Wikinews przeprowadza wywiad z chińsko-amerykańskim mistrzem sztuk walki Alfredem Hsingiem
Kentucky Teacher Gets Prison Time for Sex With Underage Student,clickbait,1,Nauczycielka z Kentucky skazana na więzienie za seks z nieletnim uczniem
Rebels launch assault in Ramadi,news,0,Rebelianci przypuścili szturm w Ramadi
"As Illegal Outpost Cleared, Israeli PM Netanyahu Announces New West Bank Settlement ",news,0,Podczas likwidacji nielegalnego posterunku premier Izraela Netanjahu ogłasza nowe osiedle na Zachodnim Brzegu
BBC crew attacked in China and forced to sign confession,news,0,Ekipa BBC zaatakowana w Chinach i zmuszona do podpisania przyznania się do winy
20 Solo A Cappella Videos That Are Truly Masterpieces,clickbait,1,"20 nagrań solo a cappella, które są prawdziwymi arcydziełami"
15 Charts And Graphs Anyone In A Longterm Relationship Will Understand,clickbait,1,"15 wykresów i grafów, które zrozumie każdy w długoletnim związku"
West Virginia Sends Pitt Home to Rest With Upset,news,0,West Virginia odprawia Pitta do domu po niespodziewanym zwycięstwie
Snow Could Complicate Flood Recovery,news,0,Śnieg może skomplikować usuwanie skutków powodzi
"Previously Deported Alien, Brother Busted With 200 Pounds of Meth",clickbait,1,Wcześniej deportowany cudzoziemiec i jego brat wpadli z 200 funtami metamfetaminy
6-Year-Old Basketball Player Glides Past Defender with Impressive Eurostep,clickbait,1,6-letni koszykarz mija obrońcę efektownym eurostepem
Australian town to change name to promote road safety,news,0,"Australijskie miasto zmieni nazwę, aby promować bezpieczeństwo na drogach"
Chris Long Says He Won't Visit White House to Honor Super Bowl 51 Win,clickbait,1,"Chris Long mówi, że nie odwiedzi Białego Domu, aby uczcić zwycięstwo w Super Bowl 51"
21 Faces All People Who Suck At Christmas Shopping Know By Heart,clickbait,1,"21 min, które na pamięć znają wszyscy, którzy nie radzą sobie z przedświątecznymi zakupami"
Curfew imposed in parts of Thailand,news,0,W częściach Tajlandii wprowadzono godzinę policyjną
Trump confidants serving as presidential advisers could face tangle of potential conflicts,news,0,Zaufani ludzie Trumpa pełniący funkcję doradców prezydenta mogą stanąć w obliczu splotu potencjalnych konfliktów
Customer says Verizon confuses dollars and cents,news,0,"Klient twierdzi, że Verizon myli dolary z centami"
"Frozen 2 release date announced: the plot, the songs - plus everything else you need to know about the sequel",news,0,"Ogłoszono datę premiery Krainy Lodu 2: fabuła, piosenki i wszystko inne, co musisz wiedzieć o kontynuacji"
Who Said It: Sherri Shepherd Or Malala,clickbait,1,Kto to powiedział: Sherri Shepherd czy Malala
UK Celebrity Big Brother loses sponsorship over racism allegations,news,0,Brytyjski Celebrity Big Brother traci sponsorów przez oskarżenia o rasizm
Growing Taste for Reef Fish Sends Their Numbers Sinking,news,0,Rosnący apetyt na ryby rafowe powoduje spadek ich liczebności
Could your imagination be making you FAT? Vivid thoughts 'trigger food cravings and encourage you to eat more',clickbait,1,"Czy twoja wyobraźnia może sprawiać, że będziesz GRUBY? Wyraziste myśli „wywołują apetyt i zachęcają do jedzenia więcej”"
Trump’s budget shows a GOP trapped between its past and its future,news,0,Budżet Trumpa ukazuje Partię Republikańską uwięzioną między przeszłością a przyszłością
Which TV Bromance Are You And Your BFF,clickbait,1,Którym telewizyjnym bromance’em jesteście ty i twój najlepszy przyjaciel
Ebola nurse Pauline Cafferkey to return to Sierra Leone for 'closure',news,0,"Pielęgniarka walcząca z ebolą Pauline Cafferkey wróci do Sierra Leone, by „zamknąć pewien etap”"
Family of killed Palestinian boy donates organs to Israeli patients,news,0,Rodzina zabitego palestyńskiego chłopca przekazuje organy izraelskim pacjentom
"Coast Guard suspends practice of shooting, stabbing and dismembering animals in trauma training",news,0,"Straż Przybrzeżna zawiesza praktykę strzelania, dźgania i ćwiartowania zwierząt podczas szkoleń urazowych"
UK beauty queen cured her severe acne with one simple diet trick,clickbait,1,Brytyjska królowa piękności wyleczyła silny trądzik jednym prostym trikiem dietetycznym
7 People Influencing Canadian Style Today,clickbait,1,"7 osób, które kształtują dziś kanadyjski styl"
"19 Signs That John Boyega Is Enjoying Being In ""Star Wars"" So Damn Much",clickbait,1,"19 oznak, że John Boyega cholernie cieszy się z bycia w „Gwiezdnych Wojnach”"
25 Small Things That Are Actually Huge For People With Anxiety,clickbait,1,"25 drobnych rzeczy, które są ogromne dla osób z zaburzeniami lękowymi"
Bloomberg-backed Group to Help Poorer Students Graduate From College,news,0,Grupa wspierana przez Bloomberga pomoże uboższym studentom ukończyć studia
17 Photos The World Needs To See To Understand How Beautiful Mumbai Really Is,clickbait,1,"17 zdjęć, które świat musi zobaczyć, by zrozumieć, jak naprawdę piękny jest Mumbaj"
This 10-Second Clip Will Make All Your Embarrassing Moments Seem Like A Gift,clickbait,1,"Ten 10-sekundowy klip sprawi, że wszystkie twoje żenujące chwile wydadzą się darem"
29 Songs You Totally Forgot You Used To Love In 2003,clickbait,1,"29 piosenek, o których zupełnie zapomniałeś, że kochałeś je w 2003 roku"
This Flight Attendant Saved A Teenage Girl From Being Trafficked After Seeing A Secret Note,news,0,"Stewardesa uratowała nastolatkę przed handlem ludźmi, gdy zobaczyła tajną wiadomość"
Controversial blog relaunched in New Zealand,news,0,Kontrowersyjny blog wznowił działalność w Nowej Zelandii
9 Slightly Gross Reasons You Might Want To Leave Your Pubes The Fuck Alone,clickbait,1,"9 nieco obrzydliwych powodów, dla których warto dać święty spokój swoim włosom łonowym"
"World's cheapest car launched in India, will go on sale in April",news,0,"Najtańszy samochód świata zadebiutował w Indiach, trafi do sprzedaży w kwietniu"
Exclusive: Muslim woman talks to Katie Couric about Supreme Court victory,news,0,Wywiad na wyłączność: Muzułmanka rozmawia z Katie Couric o zwycięstwie przed Sądem Najwyższym
They’re Trapped in His Lies,news,0,Są uwięzieni w jego kłamstwach
How Funny Are You Actually,clickbait,1,Jak zabawny tak naprawdę jesteś
Here's how Centrelink can win back Australians' trust after the robo-debt debacle,news,0,Oto jak Centrelink może odzyskać zaufanie Australijczyków po aferze z robo-długiem
Paul Singer's Elliott: '8 years of growth-repressive and distorted fiscal and monetary policies' are coming to an end,news,0,Elliott Paula Singera: „8 lat hamującej wzrost i zniekształconej polityki fiskalnej i pieniężnej” dobiega końca
Haze crisis over Malaysia prompts talks with Indonesia,news,0,Kryzys smogowy nad Malezją skłania do rozmów z Indonezją
Patricia Arquette says her Oscars acceptance speech last year cost her roles,news,0,"Patricia Arquette twierdzi, że jej ubiegłoroczne przemówienie oscarowe kosztowało ją role"
"Trump's America Rex Tillerson makes first official visit to China, looks for breakthrough on South China Sea",news,0,"Ameryka Trumpa: Rex Tillerson składa pierwszą oficjalną wizytę w Chinach, szuka przełomu w sprawie Morza Południowochińskiego"
23 Magical Gifts Every Black Girl Deserves,clickbait,1,"23 magiczne prezenty, na które zasługuje każda czarnoskóra dziewczyna"
China Begins to Address a Coming Wave of Elderly,news,0,Chiny zaczynają zajmować się nadchodzącą falą osób starszych
"How Well Do You Remember Sawyer's ""Lost"" Nicknames",clickbait,1,Jak dobrze pamiętasz przezwiska Sawyera z serialu „Zagubieni”
Everyone Needs To Be Talking About Kesha,clickbait,1,Wszyscy muszą zacząć mówić o Keshy
"Ryan Phillippe Comes For Amy Schumer In This Deleted ""Trainwreck"" Scene",clickbait,1,Ryan Phillippe atakuje Amy Schumer w tej usuniętej scenie z filmu „Wykolejona”
"Wreckage of gas tanker removed after crash onto railway line in County Durham, England",news,0,Wrak cysterny z gazem usunięty po wypadku na linii kolejowej w hrabstwie Durham w Anglii
Climate 25 - The Weather Channel,clickbait,1,Klimat 25 - The Weather Channel
Couples Review Each Other's Credit Card Statements,clickbait,1,Pary sprawdzają nawzajem swoje wyciągi z kart kredytowych
Truck Bomb Kills Dozens in Northern Iraq,news,0,Dziesiątki ofiar wybuchu ciężarówki-pułapki w północnym Iraku
Poll analysis: Theresa May’s extended honeymoon as Prime Minister is officially over,news,0,Analiza sondaży: przedłużony miesiąc miodowy Theresy May jako premier oficjalnie się skończył
China and Russia continue joint army exercise,news,0,Chiny i Rosja kontynuują wspólne ćwiczenia wojskowe
"We Know Your Favorite ""Harry Potter"" Character Based On Your Go-To Ice Cream Flavor",clickbait,1,"Wiemy, jaka jest Twoja ulubiona postać z „Harry’ego Pottera” na podstawie Twojego ulubionego smaku lodów"
Hyperloop One Taps the Brakes on Testing ,news,0,Hyperloop One hamuje z testami
Are You More Kim Kardashian Or Jackie O,clickbait,1,Jesteś bardziej jak Kim Kardashian czy Jackie O?
Kodak Black Is Already Recording His First Post-Jail Release,news,0,Kodak Black nagrywa już swój pierwszy utwór po wyjściu z więzienia
Trump border wall: Texans receiving letters about their land,news,0,Mur graniczny Trumpa: Teksańczycy otrzymują listy w sprawie swojej ziemi
"Kanye West Sang ""Gold Digger"" For His ""American Idol"" Audition",clickbait,1,Kanye West zaśpiewał „Gold Digger” podczas przesłuchania do „American Idol”
New Yorkers Hold Vigil for Victims of 'Bowling Green Massacre',news,0,Nowojorczycy trzymają wartę dla ofiar „masakry w Bowling Green”
Little Mix Just Shut Down Body-Shamers In The Most Perfect Way Possible,clickbait,1,Zespół Little Mix uciszył osoby krytykujące ich ciała w najbardziej idealny sposób
Obama Administration to Stop Raids on Medical Marijuana Dispensers,news,0,Administracja Obamy ma zaprzestać nalotów na punkty sprzedaży marihuany medycznej
Which Halloween Candy Matches Your Zodiac Sign,clickbait,1,Który halloweenowy cukierek pasuje do Twojego znaku zodiaku?
31 Of The Most Ridiculous Things People Bought Drunk Grocery Shopping,clickbait,1,"31 najbardziej niedorzecznych rzeczy, które ludzie kupili, robiąc zakupy spożywcze po pijanemu"
Eight school children are feared dead after avalanche hits Japanese ski resort while they are mountain climbing,news,0,"Obawy o śmierć ośmiorga uczniów po tym, jak lawina uderzyła w japoński kurort narciarski podczas ich wspinaczki"
Matchmaking a First Mate for Rachel Alexandra,news,0,Dobieranie partnera dla klaczy Rachel Alexandra
14 Times You Silently Judge People,clickbait,1,"14 sytuacji, w których po cichu oceniasz ludzi"
"Which Hogwarts Houses Do These ""Friends"" Characters Belong In",clickbait,1,Do których domów w Hogwarcie należeliby bohaterowie serialu „Przyjaciele”
Political Cartoon Compares Betsy DeVos to Civil RIghts Icon Ruby Bridges,news,0,Rysunek polityczny porównuje Betsy DeVos do ikony walki o prawa obywatelskie Ruby Bridges
What People Said About Celebrities 9 Years Ago Vs. Today,clickbait,1,Co ludzie mówili o celebrytach 9 lat temu vs dzisiaj
12 Facts About Candles You Should Probably Know,clickbait,1,"12 faktów o świecach, które prawdopodobnie powinieneś znać"
17 DIYs For People Who Can't Keep Plants Alive,clickbait,1,"17 projektów DIY dla osób, które nie potrafią utrzymać roślin przy życiu"
Roundup: Smart Thoughts On Ryan Lochte And White Privilege,news,0,Podsumowanie: mądre przemyślenia na temat Ryana Lochte i przywileju białych
21 Dating Struggles As Told By These Weird Clothing Labels,clickbait,1,21 problemów z randkowaniem opowiedzianych przez te dziwne metki ubrań
All The Looks On The Critics' Choice Awards Red Carpet,clickbait,1,Wszystkie stylizacje z czerwonego dywanu gali Critics' Choice Awards
17 Life-Changing Ways To Eat PB&J,clickbait,1,17 zmieniających życie sposobów na jedzenie kanapek z masłem orzechowym i dżemem
Over 100 people protest exclusion of gender identity protection in ENDA outside HRC dinner,news,0,Ponad 100 osób protestuje przeciwko wykluczeniu ochrony tożsamości płciowej w ENDA przed kolacją HRC
Parishioners survive tornado inside church ’by the grace of God’,news,0,Parafianie przeżyli tornado wewnątrz kościoła „dzięki łasce Bożej”
Trump’s Honeymoon Begins: Confidence in the Economy Is Booming ,news,0,Miesiąc miodowy Trumpa się zaczyna: zaufanie do gospodarki gwałtownie rośnie
